ticker_id,name,trading_floor,is_vn30,is_vn100,is_hnx30,industry,subindustry
TS5,,DELISTED,False,False,False,,
TS4,Thủy sản số 4,UPCOM,False,False,False,Thực phẩm và đồ uống,Sản xuất thực phẩm
TS3,Trường Sơn 532,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TRV,Vận tải Đường sắt,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
TRT,CTCP RedstarCera,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TRS,Vận tải và Dịch vụ Hàng Hải,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
TRC,Cao su Tây Ninh,HSX,False,False,False,Hóa chất,Hóa chất
TRA,Traphaco,HSX,False,False,False,Y tế,Dược phẩm
TR1,Vận Tải 1 Traco,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
TQW,Cấp thoát nước Tuyên Quang,UPCOM,False,False,False,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt
TQN,Thông Quảng Ninh,UPCOM,False,False,False,Tài nguyên Cơ bản,Lâm nghiệp và Giấy
TPS,Bến bãi vận tải Sài Gòn,UPCOM,False,False,False,Du lịch và Giải trí,Du lịch & Giải trí
TPP,Nhựa Tân Phú VN,HNX,False,False,False,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp
TPH,In Sách giáo khoa TP.Hà Nội,DELISTED,False,False,False,,
TPC,Nhựa Tân Đại Hưng,HSX,False,False,False,Hóa chất,Hóa chất
TPB,TPBank,HSX,True,True,False,Ngân hàng,Ngân hàng
TOW,Cấp nước Trà Nóc - Ô Môn,UPCOM,False,False,False,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt
TOT,Vận tải Transimex,HNX,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
TOS,Dịch vụ biển Tân Cảng,UPCOM,False,False,False,Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí"
TOP,Phân phối Top One,UPCOM,False,False,False,Bán lẻ,Bán lẻ
TNW,Nước sạch Thái Nguyên,UPCOM,False,False,False,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt
TNV,Xe đạp Thống Nhất,UPCOM,False,False,False,Hàng cá nhân & Gia dụng,Hàng cá nhân
TNT,Tập đoàn TNT,HSX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TNS,Thép tấm lá Thống Nhất,UPCOM,False,False,False,Tài nguyên Cơ bản,Kim loại
TNP,Cảng Thị Nại,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
TNM,XNK và XD Công trình,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TNI,Tập đoàn Thành Nam,HSX,False,False,False,Tài nguyên Cơ bản,Kim loại
TNH,Tập đoàn Bệnh viện TNH,HSX,False,False,False,Y tế,Thiết bị và Dịch vụ Y tế
TNG,Đầu tư và Thương mại TNG,HNX,False,False,True,Hàng cá nhân & Gia dụng,Hàng cá nhân
TNC,Cao su Thống Nhất,HSX,False,False,False,Hóa chất,Hóa chất
TNB,Thép Nhà Bè,UPCOM,False,False,False,Tài nguyên Cơ bản,Kim loại
TNA,XNK Thiên Nam,UPCOM,False,False,False,Tài nguyên Cơ bản,Kim loại
TN1,Rox Key Holdings,HSX,False,False,False,Bất động sản,Bất động sản
TMX,Thương mại Xi măng,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TMW,Gỗ Tân Mai,UPCOM,False,False,False,Tài nguyên Cơ bản,Lâm nghiệp và Giấy
TMT,Ô tô TMT,HSX,False,False,False,Ô tô và phụ tùng,Ô tô và phụ tùng
TMS,Transimex,HSX,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
TMP,Thủy điện Thác Mơ,HSX,False,False,False,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện
TMG,Kim loại màu Thái Nguyên - Vimico,UPCOM,False,False,False,Tài nguyên Cơ bản,Kim loại
TMC,XNK Thủ Đức,HNX,False,False,False,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt
TMB,Than Miền Bắc - Vinacomin,HNX,False,False,True,Tài nguyên Cơ bản,Khai khoáng
TLT,Viglacera Thăng long,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TLP,Thương mại XNK Thanh Lễ,UPCOM,False,False,False,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt
TLI,May Quốc tế Thắng Lợi,UPCOM,False,False,False,Hàng cá nhân & Gia dụng,Hàng cá nhân
TLH,Thép Tiến Lên,HSX,False,False,False,Tài nguyên Cơ bản,Kim loại
TLG,Tập đoàn Thiên Long,HSX,False,True,False,Hàng cá nhân & Gia dụng,Hàng gia dụng
TLD,ĐT XD và PT Đô thị Thăng Long,HSX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TL4,XD Thủy lợi 4,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TKU,Công nghiệp Tung Kuang,HNX,False,False,False,Tài nguyên Cơ bản,Kim loại
TKG,SX và T.Mại Tùng Khánh,DELISTED,False,False,False,,
TKC,Địa ốc Tân Kỷ,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TKA,Bao bì Tân Khánh An,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp
TJC,Dịch vụ Vận tải và Thương mại,HNX,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
TIX,TANIMEX,HSX,False,False,False,Bất động sản,Bất động sản
TIS,Gang thép Thái Nguyên,UPCOM,False,False,False,Tài nguyên Cơ bản,Kim loại
TIP,PT KCN Tín Nghĩa,HSX,False,False,False,Bất động sản,Bất động sản
TIN,Tài chính Cổ phần Tín Việt,UPCOM,False,False,False,Dịch vụ tài chính,Dịch vụ tài chính
TIG,Tập đoàn Đầu tư Thăng Long,HNX,False,False,False,Bất động sản,Bất động sản
TIE,Điện tử TIE,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện
TID,Tổng Công ty Tín Nghĩa,UPCOM,False,False,False,Bất động sản,Bất động sản
THW,Cấp nước Tân Hòa,UPCOM,False,False,False,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt
THU,Môi trường và CTĐT Thanh Hóa,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh
THT,Than Hà Tu,HNX,False,False,False,Tài nguyên Cơ bản,Khai khoáng
THS,Thanh Hoa Sông Đà,HNX,False,False,False,Bán lẻ,Bán lẻ
THP,Thủy sản và TMại Thuận Phước,UPCOM,False,False,False,Thực phẩm và đồ uống,Sản xuất thực phẩm
THN,Cấp nước Thanh Hóa,UPCOM,False,False,False,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt
THM,Tứ Hải Hà Nam,UPCOM,False,False,False,Hàng cá nhân & Gia dụng,Hàng cá nhân
THI,Thiết bị điện,DELISTED,False,False,False,,
THG,XD Tiền Giang,HSX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
THD,Công ty Thaiholdings,HNX,False,False,False,Bất động sản,Bất động sản
THB,Bia Hà Nội - Thanh Hóa,HNX,False,False,False,Thực phẩm và đồ uống,Bia và đồ uống
TH1,XNK Tổng hợp 1,UPCOM,False,False,False,Bán lẻ,Phân phối thực phẩm & dược phẩm
TGP,Cáp Trường Phú,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện
TGG,The Golden Group,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TFC,CTCP Trang,HNX,False,False,False,Thực phẩm và đồ uống,Sản xuất thực phẩm
TET,May mặc Miền Bắc,HNX,False,False,False,Hàng cá nhân & Gia dụng,Hàng cá nhân
TEL,Phát triển Công trình Viễn thông,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TEG,TECGROUP,HSX,False,False,False,Bất động sản,Bất động sản
TED,Thiết kế GTVT,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TEC,Traenco,DELISTED,False,False,False,,
TDW,Cấp nước Thủ Đức,HSX,False,False,False,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt
TDT,Đầu tư và Phát triển TDT,HNX,False,False,False,Hàng cá nhân & Gia dụng,Hàng cá nhân
TDS,Thép Thủ Đức,UPCOM,False,False,False,Tài nguyên Cơ bản,Kim loại
TDP,Công ty Thuận Đức,HSX,False,False,False,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp
TDN,Than Đèo Nai,DELISTED,False,False,False,,
TDM,Nước Thủ Dầu Một,HSX,False,False,False,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt
TDI,Tập đoàn TDI,DELISTED,False,False,False,,
TDH,Thủ Đức House,HSX,False,False,False,Bất động sản,Bất động sản
TDG,Đầu tư TDG Global,HSX,False,False,False,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt
TDF,Xây dựng Trung Đô,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TDC,Becamex TDC,HSX,False,False,False,Bất động sản,Bất động sản
TDB,Thủy điện Định Bình,UPCOM,False,False,False,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện
TD6,Than Đèo Nai - Cọc Sáu - TKV,HNX,False,False,False,Tài nguyên Cơ bản,Khai khoáng
TCX,Chứng khoán TCBS,HSX,False,False,False,Dịch vụ tài chính,Dịch vụ tài chính
TCW,Kho Vận Tân Cảng,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
TCT,Cáp treo Tây Ninh,HSX,False,False,False,Du lịch và Giải trí,Du lịch & Giải trí
TCR,Gốm sứ TAICERA,HSX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TCO,TCO Holdings,HSX,False,False,False,Thực phẩm và đồ uống,Sản xuất thực phẩm
TCM,Dệt may Thành Công,HSX,False,False,False,Hàng cá nhân & Gia dụng,Hàng cá nhân
TCL,Tan Cang Logistics,HSX,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
TCK,COMA,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TCJ,Tô Châu,UPCOM,False,False,False,Thực phẩm và đồ uống,Sản xuất thực phẩm
TCI,Chứng khoán Thành Công,HSX,False,False,False,Dịch vụ tài chính,Dịch vụ tài chính
TCH,ĐT DV Tài chính Hoàng Huy,HSX,False,True,False,Bất động sản,Bất động sản
TCD,Tập đoàn Xây dựng Tracodi,HSX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TCB,Techcombank,HSX,True,True,False,Ngân hàng,Ngân hàng
TC6,Than Cọc Sáu,DELISTED,False,False,False,,
TBX,Xi măng Thái Bình,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TBW,Nước sạch Thái Bình,UPCOM,False,False,False,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt
TBT,XD Công trình GT Bến Tre,DELISTED,False,False,False,,
TBR,Địa ốc Tân Bình,UPCOM,False,False,False,Bất động sản,Bất động sản
TBH,Tổng Bách Hóa,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
TBD,Thiết bị điện Đông Anh,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện
TBC,Thủy điện Thác Bà,HSX,False,False,False,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện
TB8,SX và KD Vật tư Thiết bị - VVMI,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp
TAW,Cấp nước Trung An,UPCOM,False,False,False,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt
TAR,Nông nghiệp CN cao Trung An,UPCOM,False,False,False,Thực phẩm và đồ uống,Sản xuất thực phẩm
TAP,Đô thị Tân An,DELISTED,False,False,False,,
TAN,Cà phê Thuận An,UPCOM,False,False,False,Thực phẩm và đồ uống,Bia và đồ uống
TAL,Đầu Tư Bất Động Sản Taseco,HSX,False,False,False,Bất động sản,Bất động sản
TAG,Trần Anh Company,DELISTED,False,False,False,,
TAC,Dầu Tường An,DELISTED,False,False,False,,
TAB,Freco Việt Nam,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
TA9,Xây lắp Thành An 96,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TA6,Đầu tư và Xây lắp Thành An 665,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
TA3,ĐT và Xây lắp Thành An 386,DELISTED,False,False,False,,
T12,,DELISTED,False,False,False,,
SZL,Sonadezi Long Thành,HSX,False,False,False,Bất động sản,Bất động sản
SZG,Sonadezi Giang Điền,UPCOM,False,False,False,Bất động sản,Bất động sản
SZE,Môi trường Sonadezi,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh
SZC,Sonadezi Châu Đức,HSX,False,True,False,Bất động sản,Bất động sản
SZB,Sonadezi Long Bình,HNX,False,False,False,Bất động sản,Bất động sản
SWC,Đường Sông Miền Nam,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
SVT,Công nghệ SG Viễn Đông,HSX,False,False,False,Bán lẻ,Bán lẻ
SVN,Tập đoàn Vexilla Việt Nam,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SVL,,DELISTED,False,False,False,,
SVI,Bao bì Biên Hòa,HSX,False,False,False,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp
SVH,Thủy điện Sông Vàng,UPCOM,False,False,False,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện
SVG,Hơi kỹ nghệ Que hàn,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp
SVD,Đầu tư & Thương mại Vũ Đăng,HSX,False,False,False,Hàng cá nhân & Gia dụng,Hàng cá nhân
SVC,SAVICO,HSX,False,False,False,Ô tô và phụ tùng,Ô tô và phụ tùng
STW,Cấp nước Sóc Trăng,UPCOM,False,False,False,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt
STT,Vận chuyển Sài Gòn Tourist,UPCOM,False,False,False,Du lịch và Giải trí,Du lịch & Giải trí
STS,Dịch vụ vận tải Sài Gòn,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
STP,CN Thương Mại Sông Đà,HNX,False,False,False,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp
STL,Sông Đà - Thăng Long,UPCOM,False,False,False,Bất động sản,Bất động sản
STK,Sợi Thế Kỷ,HSX,False,False,False,Hàng cá nhân & Gia dụng,Hàng cá nhân
STH,STH Holdings,UPCOM,False,False,False,Truyền thông,Truyền thông
STG,Kho Vận Miền Nam,HSX,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
STC,Sách và TB Trường học TP HCM,HNX,False,False,False,Truyền thông,Truyền thông
STB,Sacombank,HSX,True,True,False,Ngân hàng,Ngân hàng
ST8,Tập đoàn ST8,HSX,False,False,False,Công nghệ Thông tin,Thiết bị và Phần cứng
SSU,Môi trường Đô thị Sóc Sơn,DELISTED,False,False,False,,
SSN,Thủy sản Sài Gòn,UPCOM,False,False,False,Thực phẩm và đồ uống,Sản xuất thực phẩm
SSM,Kết cấu Thép VNECO,HNX,False,False,False,Tài nguyên Cơ bản,Kim loại
SSI,Chứng khoán SSI,HSX,True,True,False,Dịch vụ tài chính,Dịch vụ tài chính
SSH,Phát triển Sunshine Homes,UPCOM,False,False,False,Bất động sản,Bất động sản
SSG,Vận tải Biển Hải Âu,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
SSF,Giáo dục G Sài Gòn,UPCOM,False,False,False,Hàng cá nhân & Gia dụng,Hàng cá nhân
SSC,Giống cây trồng Miền Nam,HSX,False,False,False,Thực phẩm và đồ uống,Sản xuất thực phẩm
SSB,SeABank,HSX,True,True,False,Ngân hàng,Ngân hàng
SRT,Vận tải Đường sắt Sài Gòn,DELISTED,False,False,False,,
SRF,SEAREFICO,HSX,False,False,False,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng
SRC,Cao su Sao Vàng,HSX,False,False,False,Ô tô và phụ tùng,Ô tô và phụ tùng
SRB,SARA,UPCOM,False,False,False,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính
SRA,SARA Việt Nam,HNX,False,False,False,Y tế,Thiết bị và Dịch vụ Y tế
SQC,Khoáng sản SG-Quy Nhơn,UPCOM,False,False,False,Tài nguyên Cơ bản,Khai khoáng
SPV,Thủy đặc sản,UPCOM,False,False,False,Thực phẩm và đồ uống,Sản xuất thực phẩm
SPP,Bao bì Nhựa SG,DELISTED,False,False,False,,
SPM,S.P.M CORP,HSX,False,False,False,Y tế,Dược phẩm
SPI,Spiral Galaxy,UPCOM,False,False,False,Tài nguyên Cơ bản,Khai khoáng
SPH,XNK Thủy sản Hà Nội,UPCOM,False,False,False,Thực phẩm và đồ uống,Sản xuất thực phẩm
SPD,Thủy sản Miền Trung,UPCOM,False,False,False,Thực phẩm và đồ uống,Sản xuất thực phẩm
SPC,BV Thực vật Sài Gòn,HNX,False,False,False,Hóa chất,Hóa chất
SPB,Sợi Phú Bài,UPCOM,False,False,False,Hàng cá nhân & Gia dụng,Hàng cá nhân
SPA,Bao bì Sài Gòn,DELISTED,False,False,False,,
SP2,Thủy điện Sử Pán 2,UPCOM,False,False,False,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện
SON,,DELISTED,False,False,False,,
SNZ,SONADEZI,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SNC,Thủy sản Năm Căn,UPCOM,False,False,False,Thực phẩm và đồ uống,Sản xuất thực phẩm
SMT,SAMETEL,HNX,False,False,False,Công nghệ Thông tin,Thiết bị và Phần cứng
SMN,Sách và thiết bị GD miền Nam,HNX,False,False,False,Truyền thông,Truyền thông
SMC,Đầu tư Thương mại SMC,HSX,False,False,False,Tài nguyên Cơ bản,Kim loại
SMB,Bia Sài Gòn - Miền Trung,HSX,False,False,False,Thực phẩm và đồ uống,Bia và đồ uống
SMA,Thiết bị Phụ tùng Sài Gòn,HSX,False,False,False,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện
SLS,Mía đường Sơn La,HNX,False,False,True,Thực phẩm và đồ uống,Sản xuất thực phẩm
SLD,Địa Ốc Sacom,UPCOM,False,False,False,Bất động sản,Bất động sản
SKV,NGK Yến sào Khánh Hòa,UPCOM,False,False,False,Thực phẩm và đồ uống,Bia và đồ uống
SKN,NGK Sanna Khánh Hòa,UPCOM,False,False,False,Thực phẩm và đồ uống,Bia và đồ uống
SKH,NGK Sanest Khánh Hòa,UPCOM,False,False,False,Thực phẩm và đồ uống,Bia và đồ uống
SKG,Tàu Cao tốc Superdong,HSX,False,False,False,Du lịch và Giải trí,Du lịch & Giải trí
SJS,SJ Group,HSX,False,True,False,Bất động sản,Bất động sản
SJM,Sông Đà 19,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SJG,Tổng Công ty Sông Đà,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SJF,Đầu tư Sao Thái Dương,UPCOM,False,False,False,Tài nguyên Cơ bản,Lâm nghiệp và Giấy
SJE,Sông Đà 11,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SJD,Thủy điện Cần Đơn,HSX,False,False,False,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện
SJC,Sông Đà 1.01,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SJ1,Nông nghiệp Hùng Hậu,HNX,False,False,False,Thực phẩm và đồ uống,Sản xuất thực phẩm
SIV,SIVICO,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SIP,Đầu tư Sài Gòn VRG,HSX,False,True,False,Bất động sản,Bất động sản
SII,Hạ tầng Nước Sài Gòn,UPCOM,False,False,False,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt
SIG,Đầu tư và Thương mại Sông Đà,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SID,Đầu tư PT Sài Gòn Co.op,UPCOM,False,False,False,Bất động sản,Bất động sản
SIC,Công ty Cổ phần ANI,DELISTED,False,False,False,,
SHX,Sài Gòn Hỏa xa,DELISTED,False,False,False,,
SHS,Chứng khoán SG - HN,HNX,False,False,True,Dịch vụ tài chính,Dịch vụ tài chính
SHP,Thủy điện Miền Nam,HSX,False,False,False,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện
SHN,Đầu tư Tổng hợp Hà Nội,HNX,False,False,False,Tài nguyên Cơ bản,Khai khoáng
SHI,Quốc tế Sơn Hà,HSX,False,False,False,Tài nguyên Cơ bản,Kim loại
SHG,Tổng Công ty Sông Hồng,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SHE,PT Năng Lượng Sơn Hà,HNX,False,False,False,Hàng cá nhân & Gia dụng,Hàng gia dụng
SHC,Hàng hải Sài Gòn,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
SHB,SHB,HSX,True,True,False,Ngân hàng,Ngân hàng
SHA,Sơn Hà Sài Gòn,HSX,False,False,False,Tài nguyên Cơ bản,Kim loại
SGT,Sài Gòn Telecom,HSX,False,False,False,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính
SGS,Vận tải biển Sài Gòn,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
SGR,Địa ốc Sài Gòn,HSX,False,False,False,Bất động sản,Bất động sản
SGP,Cảng Sài Gòn,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
SGO,Dầu thực vật Sài Gòn,DELISTED,False,False,False,,
SGN,Phục vụ mặt đất Sài Gòn,HSX,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
SGI,Đầu tư SGI Holdings,UPCOM,False,False,False,Hàng cá nhân & Gia dụng,Hàng cá nhân
SGH,Khách sạn Sài Gòn,HNX,False,False,False,Du lịch và Giải trí,Du lịch & Giải trí
SGD,Sách GD TP.HCM,HNX,False,False,False,Truyền thông,Truyền thông
SGC,Bánh phồng tôm Sa Giang,HNX,False,False,False,Thực phẩm và đồ uống,Sản xuất thực phẩm
SGB,Sài Gòn Công thương,UPCOM,False,False,False,Ngân hàng,Ngân hàng
SFN,Dệt lưới Sài Gòn,HNX,False,False,False,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh
SFI,Vận tải SAFI,HSX,False,False,False,Hàng & Dịch vụ Công nghiệp,Vận tải
SFG,Phân bón Miền Nam,HSX,False,False,False,Hóa chất,Hóa chất
SFC,Nhiên liệu Sài Gòn,HSX,False,False,False,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt
SEP,Thương mại Quảng Trị,UPCOM,False,False,False,Hóa chất,Hóa chất
SED,Phát triển GD Phương Nam,HNX,False,False,False,Truyền thông,Truyền thông
SEB,Điện miền Trung,HNX,False,False,False,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện
SEA,SEAPRODEX,UPCOM,False,False,False,Thực phẩm và đồ uống,Sản xuất thực phẩm
SDY,Xi măng Sông Đà Yaly,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SDX,PCCC và Đầu tư XD Sông Đà,DELISTED,False,False,False,,
SDV,Dịch vụ Sonadezi,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh
SDU,Đô thị Sông Đà,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SDT,Sông Đà 10,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SDP,Công ty Cổ phần SDP,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SDN,Sơn Đồng Nai,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SDK,Cơ khí Luyện Kim,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng
SDJ,Sông Đà 25,DELISTED,False,False,False,,
SDH,Hạ tầng Sông Đà,DELISTED,False,False,False,,
SDG,Sadico Cần Thơ,HNX,False,False,False,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp
SDD,Xây lắp Sông Đà,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SDC,Tư vấn Sông Đà,HNX,False,False,False,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh
SDB,Sông Đà 207,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SDA,XKLĐ Sông Đà,HNX,False,False,False,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh
SD9,Sông Đà 9,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SD8,Sông Đà 8,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SD7,Sông Đà 7,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SD6,Sông Đà 6,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SD5,Sông Đà 5,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SD4,Sông Đà 4,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SD3,Sông Đà 3,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SD2,Sông Đà 2,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SD1,Sông Đà 1,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SCY,Đóng tàu Sông Cấm,DELISTED,False,False,False,,
SCV,"Visalco.,JSC",DELISTED,False,False,False,,
SCS,DV Hàng hóa Sài Gòn,HSX,False,True,False,Du lịch và Giải trí,Du lịch & Giải trí
SCR,TTC Land,HSX,False,False,False,Bất động sản,Bất động sản
SCO,Công nghiệp Thủy Sản,UPCOM,False,False,False,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng
SCL,Sông Đà Cao Cường,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SCJ,Xi măng Sài Sơn,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SCI,SCI E&C,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SCG,Xây dựng SCG,HNX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SCD,Giải khát Chương Dương,UPCOM,False,False,False,Thực phẩm và đồ uống,Bia và đồ uống
SCC,Thương mại Đầu tư SHB,UPCOM,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SCA,Nông nghiệp Sông Con,DELISTED,False,False,False,,
SC5,Xây dựng Số 5,HSX,False,False,False,Xây dựng và Vật liệu,Xây dựng và Vật liệu
SBV,Siam Brothers Việt Nam,HSX,False,False,False,Bán lẻ,Bán lẻ
SBT,Mía đường Thành Thành Công - Biên Hòa,HSX,False,True,False,Thực phẩm và đồ uống,Sản xuất thực phẩm
SBS,Chứng khoán SBS,UPCOM,False,False,False,Dịch vụ tài chính,Dịch vụ tài chính
SBR,Cao su Sông Bé,UPCOM,False,False,False,Hóa chất,Hóa chất
